datetime,Temperature - (Celsius),Rainfall - (MM), Country
2002-04-01,28.534,84.9287, Cote d'Ivoire
2002-05-01,28.3254,137.689, Cote d'Ivoire
2002-06-01,26.5505,254.783, Cote d'Ivoire
2002-07-01,25.5369,195.643, Cote d'Ivoire
2002-08-01,25.123,136.909, Cote d'Ivoire
2002-09-01,25.9031,162.393, Cote d'Ivoire
2002-10-01,26.0184,156.838, Cote d'Ivoire
2002-11-01,26.9353,40.3046, Cote d'Ivoire
2002-12-01,26.1964,3.16449, Cote d'Ivoire
2003-01-01,26.7776,10.0868, Cote d'Ivoire
2003-02-01,29.137,49.2574, Cote d'Ivoire
2003-03-01,29.2125,66.5315, Cote d'Ivoire
2003-04-01,28.5562,153.461, Cote d'Ivoire
2003-05-01,27.9567,204.998, Cote d'Ivoire
2003-06-01,25.8007,230.5, Cote d'Ivoire
2003-07-01,25.0055,147.413, Cote d'Ivoire
2003-08-01,25.0462,140.98, Cote d'Ivoire
2003-09-01,25.1202,194.683, Cote d'Ivoire
2003-10-01,26.6126,158.011, Cote d'Ivoire
2003-11-01,26.7081,108.701, Cote d'Ivoire
2003-12-01,25.7235,11.4349, Cote d'Ivoire
2004-01-01,26.7412,6.17507, Cote d'Ivoire
2004-02-01,28.2375,39.1424, Cote d'Ivoire
2004-03-01,28.6627,70.326, Cote d'Ivoire
2004-04-01,28.3871,134.466, Cote d'Ivoire
2004-05-01,27.2968,145.37, Cote d'Ivoire
2004-06-01,25.971,133.219, Cote d'Ivoire
2004-07-01,24.8483,188.663, Cote d'Ivoire
2004-08-01,25.0624,161.621, Cote d'Ivoire
2004-09-01,25.7737,179.425, Cote d'Ivoire
2004-10-01,26.5437,167.509, Cote d'Ivoire
2004-11-01,26.8289,89.772, Cote d'Ivoire
2004-12-01,26.987,32.3551, Cote d'Ivoire
2005-01-01,25.6601,15.3913, Cote d'Ivoire
2005-02-01,29.4392,19.9125, Cote d'Ivoire
2005-03-01,29.4221,61.7007, Cote d'Ivoire
2005-04-01,28.7922,145.809, Cote d'Ivoire
2005-05-01,27.6464,165.928, Cote d'Ivoire
2005-06-01,26.1841,196.08, Cote d'Ivoire
2005-07-01,25.2692,108.308, Cote d'Ivoire
2005-08-01,24.9599,101.214, Cote d'Ivoire
2005-09-01,25.9493,199.001, Cote d'Ivoire
2005-10-01,26.6343,175.606, Cote d'Ivoire
2005-11-01,27.0869,52.0469, Cote d'Ivoire
2005-12-01,26.5089,35.6722, Cote d'Ivoire
2006-01-01,26.5401,7.63648, Cote d'Ivoire
2006-02-01,28.3045,19.4621, Cote d'Ivoire
2006-03-01,28.472,86.4478, Cote d'Ivoire
2006-04-01,28.8721,94.6495, Cote d'Ivoire
2006-05-01,26.9688,206.302, Cote d'Ivoire
2006-06-01,26.9023,206.044, Cote d'Ivoire
2006-07-01,25.8813,126.433, Cote d'Ivoire
2006-08-01,25.3101,162.611, Cote d'Ivoire
2006-09-01,25.6016,264.061, Cote d'Ivoire
2006-10-01,26.4265,204.213, Cote d'Ivoire
2006-11-01,26.0764,36.6713, Cote d'Ivoire
2006-12-01,25.5733,18.5307, Cote d'Ivoire
2007-01-01,25.7752,5.25503, Cote d'Ivoire
2007-02-01,28.5691,22.4753, Cote d'Ivoire
2007-03-01,29.2651,49.3399, Cote d'Ivoire
2007-04-01,28.4269,205.578, Cote d'Ivoire
2007-05-01,28.0004,124.039, Cote d'Ivoire
2007-06-01,26.8445,168.083, Cote d'Ivoire
2007-07-01,25.6474,156.043, Cote d'Ivoire
2007-08-01,24.7934,181.914, Cote d'Ivoire
2007-09-01,25.873,190.472, Cote d'Ivoire
2007-10-01,26.4877,143.941, Cote d'Ivoire
2007-11-01,26.8354,96.6231, Cote d'Ivoire
2007-12-01,26.0301,16.2953, Cote d'Ivoire
2008-01-01,24.0678,7.22148, Cote d'Ivoire
2008-02-01,27.3381,22.9494, Cote d'Ivoire
2008-03-01,28.9176,106.87, Cote d'Ivoire
2008-04-01,28.6864,97.2893, Cote d'Ivoire
2008-05-01,27.5887,188.191, Cote d'Ivoire
2008-06-01,26.1836,217.66, Cote d'Ivoire
2008-07-01,24.9398,186.538, Cote d'Ivoire
2008-08-01,24.7243,187.179, Cote d'Ivoire
2008-09-01,25.6447,192.752, Cote d'Ivoire
2008-10-01,26.0377,134.847, Cote d'Ivoire
2008-11-01,26.3463,39.4916, Cote d'Ivoire
2008-12-01,26.2423,26.6772, Cote d'Ivoire
2009-01-01,25.6433,5.3233, Cote d'Ivoire
2009-02-01,29.4917,37.6559, Cote d'Ivoire
2009-03-01,29.3763,122.329, Cote d'Ivoire
2009-04-01,28.5954,114.086, Cote d'Ivoire
2009-05-01,27.8306,147.725, Cote d'Ivoire
2009-06-01,26.4894,225.537, Cote d'Ivoire
2009-07-01,25.5553,169.106, Cote d'Ivoire
2009-08-01,25.0113,146.581, Cote d'Ivoire
2009-09-01,25.434,209.972, Cote d'Ivoire
2009-10-01,25.9297,156.338, Cote d'Ivoire
2009-11-01,26.3782,90.4123, Cote d'Ivoire
2009-12-01,26.6101,20.5912, Cote d'Ivoire
2010-01-01,27.2597,13.7445, Cote d'Ivoire
2010-02-01,29.1298,66.07, Cote d'Ivoire
2010-03-01,30.3516,61.5136, Cote d'Ivoire
2010-04-01,29.1723,142.959, Cote d'Ivoire
2010-05-01,27.8316,203.45, Cote d'Ivoire
2010-06-01,26.6692,188.672, Cote d'Ivoire
2010-07-01,25.4662,150.91, Cote d'Ivoire
2010-08-01,25.268,239.224, Cote d'Ivoire
2010-09-01,25.4818,376.241, Cote d'Ivoire
2010-10-01,26.126,225.831, Cote d'Ivoire
2010-11-01,26.9689,51.079, Cote d'Ivoire
2010-12-01,26.294,18.9759, Cote d'Ivoire
2011-01-01,26.3114,7.67434, Cote d'Ivoire
2011-02-01,27.5434,31.8366, Cote d'Ivoire
2011-03-01,29.9074,92.9152, Cote d'Ivoire
2011-04-01,28.6751,98.5063, Cote d'Ivoire
2011-05-01,27.4769,137.29, Cote d'Ivoire
2011-06-01,26.6348,200.158, Cote d'Ivoire
2011-07-01,25.312,154.448, Cote d'Ivoire
2011-08-01,25.1454,132.439, Cote d'Ivoire
2011-09-01,25.7028,232.63, Cote d'Ivoire
2011-10-01,26.3607,179.02, Cote d'Ivoire
2011-11-01,26.9466,60.3941, Cote d'Ivoire
2011-12-01,25.6021,19.7542, Cote d'Ivoire
2012-01-01,25.9901,7.15982, Cote d'Ivoire
2012-02-01,27.7507,25.8472, Cote d'Ivoire
2012-03-01,28.8786,45.9792, Cote d'Ivoire
2012-04-01,28.0756,129.846, Cote d'Ivoire
2012-05-01,26.9584,169.241, Cote d'Ivoire
2012-06-01,25.9934,172.705, Cote d'Ivoire
2012-07-01,25.1372,144.742, Cote d'Ivoire
2012-08-01,24.9269,164.966, Cote d'Ivoire
2012-09-01,25.4206,175.758, Cote d'Ivoire
2012-10-01,26.2829,131.944, Cote d'Ivoire
2012-11-01,26.9973,81.5876, Cote d'Ivoire
2012-12-01,25.7189,42.161, Cote d'Ivoire
2013-01-01,25.9137,7.34543, Cote d'Ivoire
2013-02-01,28.9137,6.85433, Cote d'Ivoire
2013-03-01,29.3821,54.1652, Cote d'Ivoire
2013-04-01,28.5213,73.7136, Cote d'Ivoire
2013-05-01,27.6578,147.689, Cote d'Ivoire
2013-06-01,26.6638,135.131, Cote d'Ivoire
2013-07-01,25.2731,121.384, Cote d'Ivoire
2013-08-01,24.7617,141.065, Cote d'Ivoire
2013-09-01,25.6663,187.89, Cote d'Ivoire
2013-10-01,26.1869,102.927, Cote d'Ivoire
2013-11-01,26.7991,102.55, Cote d'Ivoire
2013-12-01,25.4767,36.6779, Cote d'Ivoire
2014-01-01,26.8139,20.5186, Cote d'Ivoire
2014-02-01,27.76,20.5742, Cote d'Ivoire
2014-03-01,28.4214,81.3249, Cote d'Ivoire
2014-04-01,28.3686,153.921, Cote d'Ivoire
2014-05-01,27.6187,168.386, Cote d'Ivoire
2014-06-01,26.6709,253.268, Cote d'Ivoire
2014-07-01,25.6962,158.492, Cote d'Ivoire
2014-08-01,25.2411,157.314, Cote d'Ivoire
2014-09-01,25.4337,231.614, Cote d'Ivoire
2014-10-01,26.4716,168.475, Cote d'Ivoire
2014-11-01,27.0136,100.52, Cote d'Ivoire
2014-12-01,26.0177,9.34633, Cote d'Ivoire
2015-01-01,25.9114,5.02567, Cote d'Ivoire
2015-02-01,28.5825,64.1842, Cote d'Ivoire
2015-03-01,29.0623,53.367, Cote d'Ivoire
2015-04-01,29.0118,96.5021, Cote d'Ivoire
2015-05-01,28.1448,119.394, Cote d'Ivoire
2015-06-01,26.7463,138.68, Cote d'Ivoire
2015-07-01,25.6616,100.39, Cote d'Ivoire
2015-08-01,25.4916,145.573, Cote d'Ivoire
2015-09-01,26.1011,132.138, Cote d'Ivoire
2015-10-01,26.6663,191.179, Cote d'Ivoire
2015-11-01,26.9549,62.2962, Cote d'Ivoire
2015-12-01,25.3874,10.6248, Cote d'Ivoire
2016-01-01,26.5404,17.6118, Cote d'Ivoire
2016-02-01,28.8994,23.5421, Cote d'Ivoire
2016-03-01,29.559,90.9663, Cote d'Ivoire
2016-04-01,29.3571,99.8913, Cote d'Ivoire
2016-05-01,28.2057,153.402, Cote d'Ivoire
2016-06-01,26.5439,185.288, Cote d'Ivoire
2016-07-01,25.4806,126.093, Cote d'Ivoire
2016-08-01,25.4499,187.012, Cote d'Ivoire
2016-09-01,25.887,216.307, Cote d'Ivoire
2016-10-01,26.9034,139.095, Cote d'Ivoire
2016-11-01,27.3666,53.3308, Cote d'Ivoire
2016-12-01,26.8555,16.2852, Cote d'Ivoire
1991-01-01,21.8322,124.896, Ecuador
1991-02-01,22.4765,224.763, Ecuador
1991-03-01,22.5503,231.13, Ecuador
1991-04-01,22.4738,147.769, Ecuador
1991-05-01,22.4042,210.549, Ecuador
1991-06-01,21.8606,101.3, Ecuador
1991-07-01,20.9286,83.0741, Ecuador
1991-08-01,20.5462,56.4991, Ecuador
1991-09-01,21.1535,60.156, Ecuador
1991-10-01,21.6101,59.1766, Ecuador
1991-11-01,21.8159,169.598, Ecuador
1991-12-01,22.1881,150.184, Ecuador
1992-01-01,22.5189,168.55, Ecuador
1992-02-01,22.3385,204.08, Ecuador
1992-03-01,22.7172,351.539, Ecuador
1992-04-01,22.9955,456.684, Ecuador
1992-05-01,22.705,392.382, Ecuador
1992-06-01,21.7565,268.918, Ecuador
1992-07-01,20.3797,334.028, Ecuador
1992-08-01,20.8996,44.0753, Ecuador
1992-09-01,20.9625,108.536, Ecuador
1992-10-01,21.502,46.9303, Ecuador
1992-11-01,21.4684,87.6888, Ecuador
1992-12-01,21.5768,87.5493, Ecuador
1993-01-01,21.8678,176.16, Ecuador
1993-02-01,21.656,336.876, Ecuador
1993-03-01,21.9242,354.369, Ecuador
1993-04-01,22.2668,345.709, Ecuador
1993-05-01,22.1809,188.68, Ecuador
1993-06-01,21.8229,89.7078, Ecuador
1993-07-01,21.214,87.1762, Ecuador
1993-08-01,21.2771,44.1031, Ecuador
1993-09-01,21.5016,92.4123, Ecuador
1993-10-01,21.6005,118.553, Ecuador
1993-11-01,21.3308,102.796, Ecuador
1993-12-01,21.7585,209.345, Ecuador
1994-01-01,21.4802,266.423, Ecuador
1994-02-01,21.8312,212.031, Ecuador
1994-03-01,21.7887,309.959, Ecuador
1994-04-01,21.9561,226.855, Ecuador
1994-05-01,21.8859,243.052, Ecuador
1994-06-01,21.1011,126.037, Ecuador
1994-07-01,20.7115,84.7496, Ecuador
1994-08-01,20.6468,102.152, Ecuador
1994-09-01,21.4144,70.517, Ecuador
1994-10-01,21.9094,198.784, Ecuador
1994-11-01,21.8333,115.869, Ecuador
1994-12-01,22.0008,230.094, Ecuador
1995-01-01,22.3022,160.783, Ecuador
1995-02-01,22.2021,164.808, Ecuador
1995-03-01,22.1537,179.811, Ecuador
1995-04-01,22.3195,236.31, Ecuador
1995-05-01,22.1368,171.936, Ecuador
1995-06-01,21.8442,141.515, Ecuador
1995-07-01,21.3206,260.631, Ecuador
1995-08-01,21.3833,63.0237, Ecuador
1995-09-01,21.9528,52.5689, Ecuador
1995-10-01,22.0336,74.2944, Ecuador
1995-11-01,21.8429,227.272, Ecuador
1995-12-01,21.572,125.049, Ecuador
1996-01-01,21.3164,159.442, Ecuador
1996-02-01,21.7695,273.5, Ecuador
1996-03-01,22.2229,274.006, Ecuador
1996-04-01,21.6749,222.674, Ecuador
1996-05-01,21.6544,105.157, Ecuador
1996-06-01,20.5741,113.55, Ecuador
1996-07-01,20.3165,161.689, Ecuador
1996-08-01,21.0719,62.9169, Ecuador
1996-09-01,21.2211,68.2843, Ecuador
1996-10-01,20.9021,132.707, Ecuador
1996-11-01,21.764,89.2248, Ecuador
1996-12-01,21.6631,89.8113, Ecuador
1997-01-01,21.526,157.99, Ecuador
1997-02-01,21.9159,185.957, Ecuador
1997-03-01,22.2305,371.385, Ecuador
1997-04-01,22.8094,288.88, Ecuador
1997-05-01,23.002,392.119, Ecuador
1997-06-01,22.677,486.133, Ecuador
1997-07-01,22.3533,113.271, Ecuador
1997-08-01,21.9135,363.179, Ecuador
1997-09-01,22.1622,94.9386, Ecuador
1997-10-01,22.5926,205.728, Ecuador
1997-11-01,22.5766,272.153, Ecuador
1997-12-01,23.0047,179.374, Ecuador
1998-01-01,23.3806,306.45, Ecuador
1998-02-01,23.344,429.363, Ecuador
1998-03-01,23.4163,187.144, Ecuador
1998-04-01,23.6186,332.754, Ecuador
1998-05-01,23.1458,680.068, Ecuador
1998-06-01,22.5709,621.278, Ecuador
1998-07-01,21.8276,338.264, Ecuador
1998-08-01,21.8053,73.8783, Ecuador
1998-09-01,21.6773,62.7906, Ecuador
1998-10-01,21.982,102.002, Ecuador
1998-11-01,21.9916,272.819, Ecuador
1998-12-01,21.9269,55.4958, Ecuador
1999-01-01,21.9293,179.106, Ecuador
1999-02-01,21.7187,403.944, Ecuador
1999-03-01,22.2916,337.817, Ecuador
1999-04-01,21.891,323.381, Ecuador
1999-05-01,21.2642,333.355, Ecuador
1999-06-01,20.7263,107.148, Ecuador
1999-07-01,19.8607,97.5163, Ecuador
1999-08-01,20.7256,89.4483, Ecuador
1999-09-01,21.1273,273.619, Ecuador
1999-10-01,21.0736,90.0898, Ecuador
1999-11-01,21.1371,103.151, Ecuador
1999-12-01,21.0551,235.538, Ecuador
2000-01-01,21.1263,175.679, Ecuador
2000-02-01,21.2415,219.814, Ecuador
2000-03-01,21.3042,269.239, Ecuador
2000-04-01,21.493,343.623, Ecuador
2000-05-01,21.1083,399.898, Ecuador
2000-06-01,20.5283,151.543, Ecuador
2000-07-01,20.0069,47.3729, Ecuador
2000-08-01,20.8305,70.8653, Ecuador
2000-09-01,20.6812,141.75, Ecuador
2000-10-01,21.7363,42.5029, Ecuador
2000-11-01,21.4035,188.338, Ecuador
2000-12-01,21.388,121.682, Ecuador
2001-01-01,21.8942,279.656, Ecuador
2001-02-01,22.2958,153.211, Ecuador
2001-03-01,21.8022,159.303, Ecuador
2001-04-01,21.9917,313.631, Ecuador
2001-05-01,20.9758,250.33, Ecuador
2001-06-01,19.9072,93.297, Ecuador
2001-07-01,20.217,101.542, Ecuador
2001-08-01,20.8346,36.0304, Ecuador
2001-09-01,20.6592,51.2599, Ecuador
2001-10-01,21.2878,44.1777, Ecuador
2001-11-01,21.4371,132.467, Ecuador
2001-12-01,21.5796,118.572, Ecuador
2002-01-01,21.75,97.6098, Ecuador
2002-02-01,22.3536,229.901, Ecuador
2002-03-01,22.4365,329.04, Ecuador
2002-04-01,22.5763,399.061, Ecuador
2002-05-01,22.2956,260.363, Ecuador
2002-06-01,20.7366,104.978, Ecuador
2002-07-01,20.4768,107.226, Ecuador
2002-08-01,21.1172,35.7576, Ecuador
2002-09-01,21.6248,48.9194, Ecuador
2002-10-01,21.9479,140.926, Ecuador
2002-11-01,22.0765,348.96, Ecuador
2002-12-01,22.3231,195.627, Ecuador
2003-01-01,22.54,193.103, Ecuador
2003-02-01,22.4572,197.664, Ecuador
2003-03-01,22.2923,227.138, Ecuador
2003-04-01,21.9884,245.406, Ecuador
2003-05-01,21.5749,259.482, Ecuador
2003-06-01,20.8331,136.45, Ecuador
2003-07-01,20.694,564.535, Ecuador
2003-08-01,20.6695,65.5902, Ecuador
2003-09-01,21.0201,42.6759, Ecuador
2003-10-01,21.9236,345.919, Ecuador
2003-11-01,21.76,288.704, Ecuador
2003-12-01,21.9018,186.648, Ecuador
2004-01-01,22.1641,122.892, Ecuador
2004-02-01,22.397,135.447, Ecuador
2004-03-01,22.7878,236.71, Ecuador
2004-04-01,22.2195,268.124, Ecuador
2004-05-01,21.2876,292.063, Ecuador
2004-06-01,20.481,99.2068, Ecuador
2004-07-01,20.2228,158.317, Ecuador
2004-08-01,20.6853,41.4148, Ecuador
2004-09-01,21.0943,158.127, Ecuador
2004-10-01,22.339,140.782, Ecuador
2004-11-01,21.8906,95.5023, Ecuador
2004-12-01,22.2588,90.1588, Ecuador
2005-01-01,22.34,108.385, Ecuador
2005-02-01,22.2043,163.464, Ecuador
2005-03-01,22.0056,188.279, Ecuador
2005-04-01,22.3419,307.807, Ecuador
2005-05-01,21.7632,58.545, Ecuador
2005-06-01,21.0295,85.4242, Ecuador
2005-07-01,20.6409,97.8524, Ecuador
2005-08-01,21.1149,56.0329, Ecuador
2005-09-01,21.0704,47.1485, Ecuador
2005-10-01,21.0345,94.9887, Ecuador
2005-11-01,20.7567,86.5359, Ecuador
2005-12-01,20.7119,156.21, Ecuador
2006-01-01,21.899,182.362, Ecuador
2006-02-01,21.7601,263.786, Ecuador
2006-03-01,22.1955,325.998, Ecuador
2006-04-01,21.6359,161.998, Ecuador
2006-05-01,21.3178,104.435, Ecuador
2006-06-01,21.2631,148.419, Ecuador
2006-07-01,21.1498,134.057, Ecuador
2006-08-01,21.3903,85.4288, Ecuador
2006-09-01,21.3919,98.3238, Ecuador
2006-10-01,21.6847,54.2104, Ecuador
2006-11-01,21.8639,203.094, Ecuador
2006-12-01,21.8682,94.0205, Ecuador
2007-01-01,22.6354,141.605, Ecuador
2007-02-01,22.1787,121.952, Ecuador
2007-03-01,21.8402,227.615, Ecuador
2007-04-01,21.7565,293.009, Ecuador
2007-05-01,20.876,203.033, Ecuador
2007-06-01,20.0302,160.499, Ecuador
2007-07-01,20.15,336.06, Ecuador
2007-08-01,20.1175,105.442, Ecuador
2007-09-01,20.6115,61.787, Ecuador
2007-10-01,20.5716,84.9967, Ecuador
2007-11-01,20.8921,196.927, Ecuador
2007-12-01,20.8458,102.677, Ecuador
2008-01-01,21.6446,237.574, Ecuador
2008-02-01,21.8408,325.155, Ecuador
2008-03-01,22.0398,399.038, Ecuador
2008-04-01,21.6092,300.798, Ecuador
2008-05-01,20.8871,249.28, Ecuador
2008-06-01,20.7005,91.4226, Ecuador
2008-07-01,20.8804,210.316, Ecuador
2008-08-01,21.3101,429.102, Ecuador
2008-09-01,21.4345,114.12, Ecuador
2008-10-01,21.3816,137.416, Ecuador
2008-11-01,21.2416,129.262, Ecuador
2008-12-01,21.4597,80.6867, Ecuador
2009-01-01,21.5388,261.696, Ecuador
2009-02-01,21.851,179.458, Ecuador
2009-03-01,21.5168,245.443, Ecuador
2009-04-01,22.7521,136.82, Ecuador
2009-05-01,22.1859,198.978, Ecuador
2009-06-01,21.7146,147.465, Ecuador
2009-07-01,21.8158,72.3865, Ecuador
2009-08-01,22.0411,89.0839, Ecuador
2009-09-01,22.0487,38.2189, Ecuador
2009-10-01,22.1105,91.3818, Ecuador
2009-11-01,22.1821,53.6165, Ecuador
2009-12-01,22.3735,133.989, Ecuador
2010-01-01,22.7733,146.11, Ecuador
2010-02-01,22.8081,302.346, Ecuador
2010-03-01,22.8045,234.352, Ecuador
2010-04-01,22.6453,392.776, Ecuador
2010-05-01,22.2681,355.318, Ecuador
2010-06-01,21.246,187.003, Ecuador
2010-07-01,20.8074,429.584, Ecuador
2010-08-01,21.0228,56.9417, Ecuador
2010-09-01,21.3633,105.975, Ecuador
2010-10-01,21.4394,55.4419, Ecuador
2010-11-01,21.1035,153.25, Ecuador
2010-12-01,20.9062,241.076, Ecuador
2011-01-01,21.4768,171.367, Ecuador
2011-02-01,21.5997,271.379, Ecuador
2011-03-01,21.5662,136.291, Ecuador
2011-04-01,21.5458,470.679, Ecuador
2011-05-01,21.9697,145.116, Ecuador
2011-06-01,21.7889,260.602, Ecuador
2011-07-01,20.7989,273.865, Ecuador
2011-08-01,21.3735,52.1945, Ecuador
2011-09-01,21.328,121.941, Ecuador
2011-10-01,20.9142,80.4029, Ecuador
2011-11-01,21.4428,153.419, Ecuador
2011-12-01,21.5389,248.106, Ecuador
2012-01-01,21.2325,382.164, Ecuador
2012-02-01,21.1155,364.626, Ecuador
2012-03-01,21.9454,340.031, Ecuador
2012-04-01,22.2612,282.413, Ecuador
2012-05-01,22.0095,310.6, Ecuador
2012-06-01,21.8269,138.414, Ecuador
2012-07-01,21.883,55.8632, Ecuador
2012-08-01,21.2862,47.2074, Ecuador
2012-09-01,21.545,40.7364, Ecuador
2012-10-01,21.6345,113.122, Ecuador
2012-11-01,21.8152,208.599, Ecuador
2012-12-01,21.6757,143.185, Ecuador
2013-01-01,22.1263,189.151, Ecuador
2013-02-01,21.9434,261.152, Ecuador
2013-03-01,21.8894,291.792, Ecuador
2013-04-01,21.6035,262.603, Ecuador
2013-05-01,21.4634,300.029, Ecuador
2013-06-01,20.9473,100.918, Ecuador
2013-07-01,20.4293,105.603, Ecuador
2013-08-01,20.8086,80.1682, Ecuador
2013-09-01,21.568,61.4297, Ecuador
2013-10-01,21.5633,172.78, Ecuador
2013-11-01,21.7952,64.8928, Ecuador
2013-12-01,21.9145,93.3054, Ecuador
2014-01-01,22.1213,157.287, Ecuador
2014-02-01,22.0454,220.978, Ecuador
2014-03-01,22.091,209.846, Ecuador
2014-04-01,22.0503,173.942, Ecuador
2014-05-01,22.456,311.573, Ecuador
2014-06-01,22.1002,184.033, Ecuador
2014-07-01,21.5322,130.337, Ecuador
2014-08-01,21.428,126.976, Ecuador
2014-09-01,21.8594,176.22, Ecuador
2014-10-01,22.0537,227.224, Ecuador
2014-11-01,22.0561,76.5195, Ecuador
2014-12-01,22.2035,100.106, Ecuador
2015-01-01,22.1672,179.31, Ecuador
2015-02-01,22.4491,186.549, Ecuador
2015-03-01,22.1584,324.093, Ecuador
2015-04-01,22.4492,305.209, Ecuador
2015-05-01,22.9013,348.319, Ecuador
2015-06-01,22.3353,438.563, Ecuador
2015-07-01,21.9733,375.735, Ecuador
2015-08-01,22.0671,34.7745, Ecuador
2015-09-01,22.7223,36.9958, Ecuador
2015-10-01,22.8708,249.865, Ecuador
2015-11-01,22.8777,166.083, Ecuador
2015-12-01,22.9906,105.463, Ecuador
2016-01-01,23.2397,172.186, Ecuador
2016-02-01,22.9935,174.584, Ecuador
2016-03-01,22.9147,356.368, Ecuador
2016-04-01,22.6801,320.429, Ecuador
2016-05-01,22.6306,154.65, Ecuador
2016-06-01,21.9658,190.552, Ecuador
2016-07-01,21.3075,72.5065, Ecuador
2016-08-01,22.1368,38.9797, Ecuador
2016-09-01,21.924,210.194, Ecuador
2016-10-01,22.0157,42.0752, Ecuador
2016-11-01,22.1466,90.0257, Ecuador
2016-12-01,22.0096,139.079, Ecuador
1991-01-01,23.5744,13.0288, El Salvador
1991-02-01,23.4158,2.46018, El Salvador
1991-03-01,24.8148,11.0363, El Salvador
1991-04-01,25.7816,30.0836, El Salvador
1991-05-01,25.2806,221.61, El Salvador
1991-06-01,24.9359,324.258, El Salvador
1991-07-01,24.832,139.675, El Salvador
1991-08-01,24.3319,231.628, El Salvador
1991-09-01,23.6312,340.681, El Salvador
1991-10-01,23.5995,136.192, El Salvador
1991-11-01,22.465,37.2603, El Salvador
1991-12-01,22.5696,48.7527, El Salvador
1992-01-01,22.8374,9.97904, El Salvador
1992-02-01,23.2177,5.14779, El Salvador
1992-03-01,25.1554,30.715, El Salvador
1992-04-01,25.5634,60.469, El Salvador
1992-05-01,25.1758,110.431, El Salvador
1992-06-01,25.0283,398.186, El Salvador
1992-07-01,24.7265,251.649, El Salvador
1992-08-01,24.5484,169.856, El Salvador
1992-09-01,23.3295,284.907, El Salvador
1992-10-01,23.7256,356.098, El Salvador
1992-11-01,23.5713,35.6619, El Salvador
1992-12-01,23.3293,30.2499, El Salvador
1993-01-01,23.2466,12.3544, El Salvador
1993-02-01,23.2307,5.71177, El Salvador
1993-03-01,24.1636,34.4394, El Salvador
1993-04-01,25.4837,63.3107, El Salvador
1993-05-01,24.6411,278.746, El Salvador
1993-06-01,24.8778,400.654, El Salvador
1993-07-01,24.6097,227.568, El Salvador
1993-08-01,23.9969,417.167, El Salvador
1993-09-01,23.2922,526.484, El Salvador
1993-10-01,24.3363,215.693, El Salvador
1993-11-01,23.2199,38.1768, El Salvador
1993-12-01,22.5374,18.1715, El Salvador
1994-01-01,22.9923,20.6788, El Salvador
1994-02-01,23.6922,9.52829, El Salvador
1994-03-01,24.9541,10.1107, El Salvador
1994-04-01,25.889,30.648, El Salvador
1994-05-01,25.2632,183.623, El Salvador
1994-06-01,24.8721,148.228, El Salvador
1994-07-01,24.6694,124.965, El Salvador
1994-08-01,24.6435,188.317, El Salvador
1994-09-01,24.1263,435.741, El Salvador
1994-10-01,23.7978,145.642, El Salvador
1994-11-01,23.3313,51.7622, El Salvador
1994-12-01,22.8556,20.6865, El Salvador
1995-01-01,23.3142,13.4575, El Salvador
1995-02-01,23.4144,15.1966, El Salvador
1995-03-01,24.8374,19.7033, El Salvador
1995-04-01,25.6118,91.4118, El Salvador
1995-05-01,25.2924,110.05, El Salvador
1995-06-01,24.8242,301.786, El Salvador
1995-07-01,24.3477,361.947, El Salvador
1995-08-01,24.1592,502.668, El Salvador
1995-09-01,23.5799,405.267, El Salvador
1995-10-01,23.6205,237.293, El Salvador
1995-11-01,23.0887,40.2084, El Salvador
1995-12-01,23.0072,16.915, El Salvador
1996-01-01,22.0176,13.408, El Salvador
1996-02-01,22.9074,3.12199, El Salvador
1996-03-01,23.6244,17.8923, El Salvador
1996-04-01,25.2831,78.5947, El Salvador
1996-05-01,25.0029,199.146, El Salvador
1996-06-01,24.4466,187.198, El Salvador
1996-07-01,24.5351,276.104, El Salvador
1996-08-01,23.7564,515.3, El Salvador
1996-09-01,24.1965,207.788, El Salvador
1996-10-01,23.8378,214.057, El Salvador
1996-11-01,22.432,88.5338, El Salvador
1996-12-01,22.65,13.6938, El Salvador
1997-01-01,22.9256,12.4082, El Salvador
1997-02-01,23.6817,13.8671, El Salvador
1997-03-01,25.2957,17.3983, El Salvador
1997-04-01,25.473,38.3664, El Salvador
1997-05-01,25.5891,144.768, El Salvador
1997-06-01,24.9905,307.923, El Salvador
1997-07-01,24.9865,231.406, El Salvador
1997-08-01,25.1812,250.503, El Salvador
1997-09-01,24.1744,362.284, El Salvador
1997-10-01,24.0497,175.826, El Salvador
1997-11-01,23.4298,140.697, El Salvador
1997-12-01,23.1069,19.2226, El Salvador
1998-01-01,23.2277,15.1617, El Salvador
1998-02-01,24.0937,3.11078, El Salvador
1998-03-01,25.324,6.54079, El Salvador
1998-04-01,26.2737,37.8305, El Salvador
1998-05-01,25.9729,164.419, El Salvador
1998-06-01,25.3629,250.861, El Salvador
1998-07-01,24.6294,267.537, El Salvador
1998-08-01,24.8338,269.853, El Salvador
1998-09-01,24.07,296.296, El Salvador
1998-10-01,24.3046,425.416, El Salvador
1998-11-01,23.3296,117.919, El Salvador
1998-12-01,22.6939,18.2433, El Salvador
1999-01-01,22.9035,23.6955, El Salvador
1999-02-01,22.9089,11.5534, El Salvador
1999-03-01,24.3211,13.4203, El Salvador
