Temperature - (Celsius), Year, Statistics, Country, ISO3
20.5542, 2007, Feb Average, Burundi, BDI
21.1774, 2007, Mar Average, Burundi, BDI
20.531, 2007, Apr Average, Burundi, BDI
21.1298, 2007, May Average, Burundi, BDI
19.5982, 2007, Jun Average, Burundi, BDI
18.9952, 2007, Jul Average, Burundi, BDI
20.8753, 2007, Aug Average, Burundi, BDI
21.8757, 2007, Sep Average, Burundi, BDI
21.7859, 2007, Oct Average, Burundi, BDI
20.6049, 2007, Nov Average, Burundi, BDI
20.5764, 2007, Dec Average, Burundi, BDI
21.3738, 2008, Jan Average, Burundi, BDI
20.2109, 2008, Feb Average, Burundi, BDI
20.1821, 2008, Mar Average, Burundi, BDI
19.8966, 2008, Apr Average, Burundi, BDI
20.0876, 2008, May Average, Burundi, BDI
19.2075, 2008, Jun Average, Burundi, BDI
20.2996, 2008, Jul Average, Burundi, BDI
21.3149, 2008, Aug Average, Burundi, BDI
22.3356, 2008, Sep Average, Burundi, BDI
21.2216, 2008, Oct Average, Burundi, BDI
20.6334, 2008, Nov Average, Burundi, BDI
20.2044, 2008, Dec Average, Burundi, BDI
21.7504, 2009, Jan Average, Burundi, BDI
20.1958, 2009, Feb Average, Burundi, BDI
20.9105, 2009, Mar Average, Burundi, BDI
21.2799, 2009, Apr Average, Burundi, BDI
20.9419, 2009, May Average, Burundi, BDI
20.4527, 2009, Jun Average, Burundi, BDI
20.9818, 2009, Jul Average, Burundi, BDI
21.6577, 2009, Aug Average, Burundi, BDI
22.3391, 2009, Sep Average, Burundi, BDI
22.2218, 2009, Oct Average, Burundi, BDI
20.6507, 2009, Nov Average, Burundi, BDI
21.2248, 2009, Dec Average, Burundi, BDI
21.213, 2010, Jan Average, Burundi, BDI
20.6778, 2010, Feb Average, Burundi, BDI
21.0378, 2010, Mar Average, Burundi, BDI
21.3915, 2010, Apr Average, Burundi, BDI
20.9767, 2010, May Average, Burundi, BDI
20.3882, 2010, Jun Average, Burundi, BDI
20.1599, 2010, Jul Average, Burundi, BDI
21.2402, 2010, Aug Average, Burundi, BDI
21.8374, 2010, Sep Average, Burundi, BDI
22.2312, 2010, Oct Average, Burundi, BDI
21.1817, 2010, Nov Average, Burundi, BDI
20.7882, 2010, Dec Average, Burundi, BDI
20.7342, 2011, Jan Average, Burundi, BDI
20.5327, 2011, Feb Average, Burundi, BDI
20.6898, 2011, Mar Average, Burundi, BDI
20.9716, 2011, Apr Average, Burundi, BDI
21.2695, 2011, May Average, Burundi, BDI
20.3468, 2011, Jun Average, Burundi, BDI
20.2824, 2011, Jul Average, Burundi, BDI
21.1062, 2011, Aug Average, Burundi, BDI
21.7723, 2011, Sep Average, Burundi, BDI
20.5144, 2011, Oct Average, Burundi, BDI
19.5177, 2011, Nov Average, Burundi, BDI
19.5603, 2011, Dec Average, Burundi, BDI
19.7356, 2012, Jan Average, Burundi, BDI
21.0639, 2012, Feb Average, Burundi, BDI
20.6745, 2012, Mar Average, Burundi, BDI
20.4238, 2012, Apr Average, Burundi, BDI
20.2589, 2012, May Average, Burundi, BDI
20.02, 2012, Jun Average, Burundi, BDI
20.1218, 2012, Jul Average, Burundi, BDI
21.4648, 2012, Aug Average, Burundi, BDI
22.5995, 2012, Sep Average, Burundi, BDI
22.2494, 2012, Oct Average, Burundi, BDI
21.052, 2012, Nov Average, Burundi, BDI
20.1954, 2012, Dec Average, Burundi, BDI
20.8031, 2013, Jan Average, Burundi, BDI
21.1067, 2013, Feb Average, Burundi, BDI
20.7654, 2013, Mar Average, Burundi, BDI
18.8432, 2013, Apr Average, Burundi, BDI
20.6569, 2013, May Average, Burundi, BDI
19.3153, 2013, Jun Average, Burundi, BDI
20.8496, 2013, Jul Average, Burundi, BDI
21.2297, 2013, Aug Average, Burundi, BDI
22.3008, 2013, Sep Average, Burundi, BDI
21.8853, 2013, Oct Average, Burundi, BDI
21.3007, 2013, Nov Average, Burundi, BDI
20.2524, 2013, Dec Average, Burundi, BDI
20.7, 2014, Jan Average, Burundi, BDI
20.638, 2014, Feb Average, Burundi, BDI
20.6915, 2014, Mar Average, Burundi, BDI
20.0365, 2014, Apr Average, Burundi, BDI
21.9494, 2014, May Average, Burundi, BDI
20.7098, 2014, Jun Average, Burundi, BDI
21.0252, 2014, Jul Average, Burundi, BDI
20.0987, 2014, Aug Average, Burundi, BDI
22.1828, 2014, Sep Average, Burundi, BDI
20.5446, 2014, Oct Average, Burundi, BDI
21.1099, 2014, Nov Average, Burundi, BDI
20.4471, 2014, Dec Average, Burundi, BDI
20.6507, 2015, Jan Average, Burundi, BDI
20.8424, 2015, Feb Average, Burundi, BDI
20.6977, 2015, Mar Average, Burundi, BDI
19.6545, 2015, Apr Average, Burundi, BDI
20.0707, 2015, May Average, Burundi, BDI
20.4208, 2015, Jun Average, Burundi, BDI
20.266, 2015, Jul Average, Burundi, BDI
21.3897, 2015, Aug Average, Burundi, BDI
22.3725, 2015, Sep Average, Burundi, BDI
22.1571, 2015, Oct Average, Burundi, BDI
19.967, 2015, Nov Average, Burundi, BDI
20.7931, 2015, Dec Average, Burundi, BDI
21.9844, 2016, Jan Average, Burundi, BDI
21.4975, 2016, Feb Average, Burundi, BDI
21.5936, 2016, Mar Average, Burundi, BDI
20.715, 2016, Apr Average, Burundi, BDI
20.6128, 2016, May Average, Burundi, BDI
20.547, 2016, Jun Average, Burundi, BDI
20.8315, 2016, Jul Average, Burundi, BDI
21.1086, 2016, Aug Average, Burundi, BDI
21.3504, 2016, Sep Average, Burundi, BDI
21.7293, 2016, Oct Average, Burundi, BDI
21.2053, 2016, Nov Average, Burundi, BDI
21.2877, 2016, Dec Average, Burundi, BDI
