Rainfall - (MM), Year, Statistics, Country, ISO3
50.7856, 2014, Nov Average, Mauritius, MUS
290.964, 2014, Dec Average, Mauritius, MUS
389.478, 2015, Jan Average, Mauritius, MUS
223.995, 2015, Feb Average, Mauritius, MUS
311.563, 2015, Mar Average, Mauritius, MUS
88.3513, 2015, Apr Average, Mauritius, MUS
176.425, 2015, May Average, Mauritius, MUS
174.786, 2015, Jun Average, Mauritius, MUS
81.4044, 2015, Jul Average, Mauritius, MUS
120.562, 2015, Aug Average, Mauritius, MUS
60.4736, 2015, Sep Average, Mauritius, MUS
103.778, 2015, Oct Average, Mauritius, MUS
70.4259, 2015, Nov Average, Mauritius, MUS
132.895, 2015, Dec Average, Mauritius, MUS
178.502, 2016, Jan Average, Mauritius, MUS
431.849, 2016, Feb Average, Mauritius, MUS
140.592, 2016, Mar Average, Mauritius, MUS
238.645, 2016, Apr Average, Mauritius, MUS
57.1783, 2016, May Average, Mauritius, MUS
64.2357, 2016, Jun Average, Mauritius, MUS
113.998, 2016, Jul Average, Mauritius, MUS
90.3674, 2016, Aug Average, Mauritius, MUS
27.9673, 2016, Sep Average, Mauritius, MUS
55.9307, 2016, Oct Average, Mauritius, MUS
44.976, 2016, Nov Average, Mauritius, MUS
76.3246, 2016, Dec Average, Mauritius, MUS
