Rainfall - (MM), Year, Statistics, Country, ISO3
26.6258, 2014, Aug Average, Burundi, BDI
99.4293, 2014, Sep Average, Burundi, BDI
191.758, 2014, Oct Average, Burundi, BDI
154.17, 2014, Nov Average, Burundi, BDI
156.905, 2014, Dec Average, Burundi, BDI
128.787, 2015, Jan Average, Burundi, BDI
69.1335, 2015, Feb Average, Burundi, BDI
99.0504, 2015, Mar Average, Burundi, BDI
136.703, 2015, Apr Average, Burundi, BDI
94.972, 2015, May Average, Burundi, BDI
33.7617, 2015, Jun Average, Burundi, BDI
1.45195, 2015, Jul Average, Burundi, BDI
3.88444, 2015, Aug Average, Burundi, BDI
62.0577, 2015, Sep Average, Burundi, BDI
197.252, 2015, Oct Average, Burundi, BDI
267.909, 2015, Nov Average, Burundi, BDI
205.827, 2015, Dec Average, Burundi, BDI
284.423, 2016, Jan Average, Burundi, BDI
130.636, 2016, Feb Average, Burundi, BDI
202.74, 2016, Mar Average, Burundi, BDI
224.294, 2016, Apr Average, Burundi, BDI
94.9728, 2016, May Average, Burundi, BDI
13.7109, 2016, Jun Average, Burundi, BDI
28.3467, 2016, Jul Average, Burundi, BDI
22.6688, 2016, Aug Average, Burundi, BDI
58.8264, 2016, Sep Average, Burundi, BDI
73.5007, 2016, Oct Average, Burundi, BDI
154.17, 2016, Nov Average, Burundi, BDI
156.913, 2016, Dec Average, Burundi, BDI
